date,order_id,product_id,product_name,quantity,unit_price,total_amount,channel,region,customer_id
2025-11-06,ORD-874863,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,高雄,C7058
2025-03-31,ORD-608473,P005,毛孔緊緻精華液,2,680,1360,蝦皮,新竹,C1542
2025-06-25,ORD-961639,P002,保濕控油化妝水,5,420,2100,蝦皮,高雄,C7765
2025-07-16,ORD-861265,P004,溫和卸妝水,4,350,1400,蝦皮,台中,C6653
2025-01-28,ORD-155074,P005,毛孔緊緻精華液,1,680,680,蝦皮,高雄,C7533
2025-09-01,ORD-882395,P005,毛孔緊緻精華液,4,680,2720,蝦皮,高雄,C7390
2025-08-31,ORD-656208,P005,毛孔緊緻精華液,2,680,1360,實體門市,台北,C5731
2025-08-18,ORD-656011,P007,男士全效保濕霜,3,450,1350,官網,台北,C9704
2025-11-23,ORD-740140,P006,舒緩修復面膜,4,180,720,momo,台南,C5429
2025-05-17,ORD-786128,P002,保濕控油化妝水,3,420,1260,實體門市,高雄,C4961
2025-12-11,ORD-453796,P004,溫和卸妝水,5,350,1750,蝦皮,台南,C9972
2025-01-06,ORD-112542,P001,控油潔面凝膠,1,380,380,實體門市,台北,C9605
2025-02-23,ORD-330074,P008,美白淡斑精華,3,780,2340,momo,台南,C4163
2025-01-18,ORD-196407,P001,控油潔面凝膠,5,380,1900,官網,新竹,C4552
2025-11-03,ORD-190582,P002,保濕控油化妝水,1,420,420,蝦皮,高雄,C4027
2025-02-26,ORD-408877,P003,清爽防曬乳 SPF50+,3,520,1560,實體門市,台北,C8429
2025-05-22,ORD-369836,P007,男士全效保濕霜,3,450,1350,蝦皮,台北,C5543
2025-02-01,ORD-448813,P007,男士全效保濕霜,4,450,1800,官網,台南,C5336
2025-04-02,ORD-615607,P008,美白淡斑精華,1,780,780,蝦皮,新竹,C7432
2025-04-02,ORD-250861,P008,美白淡斑精華,1,780,780,實體門市,台中,C2740
2025-08-15,ORD-136554,P005,毛孔緊緻精華液,1,680,680,官網,台北,C5105
2025-08-17,ORD-784578,P001,控油潔面凝膠,5,380,1900,官網,台北,C7397
2025-05-17,ORD-510339,P003,清爽防曬乳 SPF50+,3,520,1560,官網,新竹,C9039
2025-09-02,ORD-985049,P007,男士全效保濕霜,4,450,1800,官網,新竹,C4700
2025-01-02,ORD-227091,P007,男士全效保濕霜,4,450,1800,momo,台南,C5961
2025-07-25,ORD-660596,P001,控油潔面凝膠,3,380,1140,momo,台北,C8530
2025-05-29,ORD-681409,P004,溫和卸妝水,2,350,700,官網,高雄,C4129
2025-06-03,ORD-761249,P007,男士全效保濕霜,1,450,450,momo,高雄,C2390
2025-11-20,ORD-246740,P008,美白淡斑精華,2,780,1560,官網,台中,C1415
2025-10-31,ORD-507652,P004,溫和卸妝水,4,350,1400,官網,新竹,C6041
2025-09-13,ORD-138842,P008,美白淡斑精華,1,780,780,momo,台北,C6533
2025-01-22,ORD-321960,P007,男士全效保濕霜,1,450,450,實體門市,新竹,C3440
2025-10-24,ORD-138669,P004,溫和卸妝水,1,350,350,蝦皮,高雄,C1312
2025-08-30,ORD-780301,P001,控油潔面凝膠,5,380,1900,蝦皮,台北,C3822
2025-11-20,ORD-960607,P001,控油潔面凝膠,3,380,1140,官網,高雄,C3796
2025-10-30,ORD-219726,P002,保濕控油化妝水,1,420,420,實體門市,新竹,C4613
2025-02-02,ORD-453729,P004,溫和卸妝水,4,350,1400,實體門市,台南,C2979
2025-12-17,ORD-977057,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,台北,C3841
2025-06-21,ORD-248097,P002,保濕控油化妝水,3,420,1260,實體門市,台中,C7060
2025-10-11,ORD-355479,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台中,C2637
2025-11-20,ORD-116389,P007,男士全效保濕霜,2,450,900,實體門市,台北,C1104
2025-01-04,ORD-841071,P003,清爽防曬乳 SPF50+,1,520,520,momo,高雄,C8798
2025-12-21,ORD-250038,P003,清爽防曬乳 SPF50+,2,520,1040,momo,新竹,C8379
2025-07-30,ORD-740195,P004,溫和卸妝水,2,350,700,官網,新竹,C3949
2025-09-13,ORD-464750,P002,保濕控油化妝水,3,420,1260,實體門市,台北,C4860
2025-04-09,ORD-200331,P002,保濕控油化妝水,5,420,2100,momo,新竹,C9315
2025-04-23,ORD-389854,P008,美白淡斑精華,2,780,1560,官網,台中,C2846
2025-03-18,ORD-284888,P008,美白淡斑精華,4,780,3120,蝦皮,台北,C1885
2025-11-27,ORD-319770,P006,舒緩修復面膜,3,180,540,實體門市,台南,C6477
2025-11-12,ORD-209493,P008,美白淡斑精華,1,780,780,官網,新竹,C3881
2025-03-22,ORD-639915,P001,控油潔面凝膠,4,380,1520,官網,台北,C4855
2025-08-16,ORD-308405,P006,舒緩修復面膜,4,180,720,momo,台中,C2804
2025-06-16,ORD-348636,P004,溫和卸妝水,1,350,350,實體門市,台中,C7152
2025-04-23,ORD-713513,P002,保濕控油化妝水,4,420,1680,實體門市,台北,C8141
2025-03-16,ORD-577092,P004,溫和卸妝水,5,350,1750,蝦皮,高雄,C7119
2025-03-11,ORD-762722,P008,美白淡斑精華,2,780,1560,momo,台南,C4313
2025-06-21,ORD-696289,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台南,C3236
2025-02-26,ORD-538539,P008,美白淡斑精華,4,780,3120,蝦皮,台南,C4602
2025-06-01,ORD-706204,P003,清爽防曬乳 SPF50+,6,520,3120,蝦皮,台北,C7745
2025-09-25,ORD-720317,P008,美白淡斑精華,2,780,1560,實體門市,高雄,C5573
2025-01-08,ORD-359870,P007,男士全效保濕霜,2,450,900,momo,高雄,C4643
2025-10-30,ORD-105324,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台北,C1656
2025-08-29,ORD-513474,P001,控油潔面凝膠,7,380,2660,實體門市,台北,C8412
2025-09-11,ORD-685616,P004,溫和卸妝水,1,350,350,官網,高雄,C4571
2025-03-09,ORD-350675,P006,舒緩修復面膜,3,180,540,官網,台北,C8860
2025-12-09,ORD-837468,P005,毛孔緊緻精華液,2,680,1360,實體門市,新竹,C1399
2025-08-21,ORD-837290,P008,美白淡斑精華,2,780,1560,實體門市,台中,C7068
2025-11-17,ORD-757776,P008,美白淡斑精華,1,780,780,官網,高雄,C6454
2025-09-29,ORD-546590,P001,控油潔面凝膠,3,380,1140,momo,新竹,C9887
2025-10-22,ORD-750594,P004,溫和卸妝水,1,350,350,momo,台北,C9433
2025-12-12,ORD-216356,P006,舒緩修復面膜,1,180,180,實體門市,台南,C8624
2025-11-13,ORD-484232,P001,控油潔面凝膠,3,380,1140,蝦皮,新竹,C2097
2025-10-15,ORD-451199,P004,溫和卸妝水,2,350,700,蝦皮,新竹,C2860
2025-11-29,ORD-836984,P008,美白淡斑精華,5,780,3900,蝦皮,台中,C6250
2025-06-30,ORD-813269,P005,毛孔緊緻精華液,5,680,3400,實體門市,台南,C1892
2025-02-02,ORD-574386,P006,舒緩修復面膜,3,180,540,實體門市,新竹,C9629
2025-03-04,ORD-811257,P008,美白淡斑精華,5,780,3900,momo,高雄,C7031
2025-12-11,ORD-580115,P002,保濕控油化妝水,2,420,840,官網,台北,C7400
2025-04-02,ORD-214677,P005,毛孔緊緻精華液,1,680,680,蝦皮,台南,C2835
2025-12-23,ORD-257808,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,新竹,C1371
2025-05-31,ORD-238440,P007,男士全效保濕霜,5,450,2250,實體門市,台南,C7883
2025-08-16,ORD-166007,P001,控油潔面凝膠,4,380,1520,官網,台中,C9513
2025-11-27,ORD-706815,P006,舒緩修復面膜,4,180,720,momo,台南,C8965
2025-10-31,ORD-418853,P008,美白淡斑精華,4,780,3120,蝦皮,台南,C3813
2025-05-14,ORD-489967,P004,溫和卸妝水,4,350,1400,momo,台北,C3430
2025-06-30,ORD-274444,P005,毛孔緊緻精華液,4,680,2720,蝦皮,新竹,C5673
2025-04-04,ORD-269087,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,台北,C1674
2025-06-12,ORD-487629,P003,清爽防曬乳 SPF50+,6,520,3120,蝦皮,台中,C1568
2025-12-07,ORD-255130,P006,舒緩修復面膜,3,180,540,momo,高雄,C9845
2025-03-25,ORD-126135,P005,毛孔緊緻精華液,1,680,680,實體門市,高雄,C3381
2025-08-23,ORD-104502,P006,舒緩修復面膜,2,180,360,momo,台南,C8764
2025-05-29,ORD-863933,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台南,C2840
2025-09-03,ORD-810943,P001,控油潔面凝膠,2,380,760,官網,台南,C1406
2025-07-25,ORD-474754,P004,溫和卸妝水,4,350,1400,官網,台南,C1901
2025-11-08,ORD-652005,P004,溫和卸妝水,5,350,1750,蝦皮,台南,C4206
2025-01-12,ORD-990714,P002,保濕控油化妝水,5,420,2100,實體門市,台北,C9385
2025-07-21,ORD-433193,P004,溫和卸妝水,4,350,1400,官網,台南,C7513
2025-03-17,ORD-504868,P007,男士全效保濕霜,3,450,1350,momo,台北,C5663
2025-06-26,ORD-567220,P006,舒緩修復面膜,3,180,540,官網,台中,C8278
2025-08-01,ORD-271746,P008,美白淡斑精華,3,780,2340,實體門市,高雄,C3286
2025-10-28,ORD-317877,P002,保濕控油化妝水,2,420,840,momo,高雄,C9606
2025-06-21,ORD-192744,P002,保濕控油化妝水,7,420,2940,官網,高雄,C5478
2025-08-01,ORD-844747,P003,清爽防曬乳 SPF50+,7,520,3640,蝦皮,台中,C4047
2025-07-15,ORD-614416,P005,毛孔緊緻精華液,5,680,3400,官網,台南,C5979
2025-09-10,ORD-128143,P008,美白淡斑精華,2,780,1560,官網,台中,C5303
2025-06-03,ORD-785572,P008,美白淡斑精華,1,780,780,momo,高雄,C3938
2025-09-09,ORD-225152,P004,溫和卸妝水,1,350,350,momo,高雄,C2093
2025-11-03,ORD-603825,P006,舒緩修復面膜,5,180,900,實體門市,台南,C8799
2025-12-22,ORD-637422,P002,保濕控油化妝水,3,420,1260,官網,台南,C3668
2025-10-25,ORD-435209,P001,控油潔面凝膠,2,380,760,實體門市,台中,C6855
2025-03-25,ORD-478707,P001,控油潔面凝膠,3,380,1140,實體門市,台南,C1798
2025-05-29,ORD-769983,P005,毛孔緊緻精華液,5,680,3400,官網,新竹,C4175
2025-11-18,ORD-727847,P003,清爽防曬乳 SPF50+,1,520,520,蝦皮,新竹,C6285
2025-06-11,ORD-818739,P005,毛孔緊緻精華液,3,680,2040,momo,台北,C9755
2025-10-24,ORD-113524,P006,舒緩修復面膜,2,180,360,蝦皮,新竹,C5610
2025-07-10,ORD-456844,P008,美白淡斑精華,4,780,3120,蝦皮,台北,C4569
2025-03-21,ORD-933729,P004,溫和卸妝水,2,350,700,官網,高雄,C8544
2025-02-09,ORD-118223,P002,保濕控油化妝水,2,420,840,實體門市,台南,C6104
2025-12-20,ORD-956727,P006,舒緩修復面膜,2,180,360,實體門市,新竹,C9570
2025-06-25,ORD-880623,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台中,C3108
2025-12-22,ORD-422361,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,台中,C3133
2025-02-10,ORD-181511,P007,男士全效保濕霜,1,450,450,官網,高雄,C8065
2025-01-22,ORD-134385,P004,溫和卸妝水,1,350,350,官網,高雄,C2948
2025-05-10,ORD-416298,P001,控油潔面凝膠,1,380,380,官網,台北,C3028
2025-11-05,ORD-309740,P004,溫和卸妝水,5,350,1750,蝦皮,台南,C1479
2025-02-16,ORD-707913,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台南,C3630
2025-09-14,ORD-697935,P004,溫和卸妝水,5,350,1750,官網,台北,C1229
2025-09-28,ORD-395548,P004,溫和卸妝水,2,350,700,蝦皮,新竹,C1070
2025-02-20,ORD-992649,P004,溫和卸妝水,5,350,1750,實體門市,台南,C4033
2025-08-14,ORD-498055,P002,保濕控油化妝水,4,420,1680,實體門市,台中,C9425
2025-04-27,ORD-898395,P007,男士全效保濕霜,1,450,450,momo,台北,C8633
2025-02-26,ORD-899301,P003,清爽防曬乳 SPF50+,4,520,2080,momo,台南,C1665
2025-02-12,ORD-221343,P006,舒緩修復面膜,4,180,720,實體門市,台南,C8486
2025-11-04,ORD-336845,P005,毛孔緊緻精華液,4,680,2720,實體門市,台南,C8011
2025-04-07,ORD-812120,P002,保濕控油化妝水,4,420,1680,momo,台中,C1209
2025-12-12,ORD-515623,P008,美白淡斑精華,1,780,780,實體門市,新竹,C2392
2025-03-03,ORD-520085,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台中,C2060
2025-07-06,ORD-309991,P004,溫和卸妝水,3,350,1050,實體門市,台北,C4815
2025-08-06,ORD-901968,P008,美白淡斑精華,3,780,2340,momo,高雄,C6834
2025-09-01,ORD-636256,P007,男士全效保濕霜,4,450,1800,momo,台中,C8448
2025-02-25,ORD-613111,P002,保濕控油化妝水,3,420,1260,實體門市,台中,C3205
2025-01-16,ORD-970645,P002,保濕控油化妝水,1,420,420,官網,高雄,C1438
2025-04-02,ORD-812197,P007,男士全效保濕霜,5,450,2250,momo,台中,C5960
2025-11-15,ORD-793193,P002,保濕控油化妝水,1,420,420,實體門市,高雄,C4308
2025-05-31,ORD-629315,P008,美白淡斑精華,4,780,3120,momo,新竹,C6629
2025-10-04,ORD-551313,P001,控油潔面凝膠,1,380,380,官網,高雄,C8374
2025-06-11,ORD-581984,P007,男士全效保濕霜,4,450,1800,官網,台北,C3897
2025-10-13,ORD-615353,P005,毛孔緊緻精華液,2,680,1360,實體門市,台中,C6119
2025-07-19,ORD-696487,P008,美白淡斑精華,1,780,780,實體門市,新竹,C9837
2025-10-20,ORD-689567,P008,美白淡斑精華,4,780,3120,蝦皮,新竹,C1913
2025-07-20,ORD-719755,P005,毛孔緊緻精華液,4,680,2720,實體門市,新竹,C6779
2025-05-26,ORD-129514,P006,舒緩修復面膜,1,180,180,官網,台中,C7003
2025-06-28,ORD-202078,P001,控油潔面凝膠,5,380,1900,實體門市,台南,C6855
2025-07-30,ORD-793360,P006,舒緩修復面膜,1,180,180,蝦皮,台中,C4844
2025-11-28,ORD-189067,P005,毛孔緊緻精華液,5,680,3400,官網,台南,C2875
2025-06-22,ORD-441958,P003,清爽防曬乳 SPF50+,4,520,2080,官網,高雄,C7921
2025-10-18,ORD-121393,P007,男士全效保濕霜,3,450,1350,實體門市,新竹,C1364
2025-06-12,ORD-509260,P007,男士全效保濕霜,5,450,2250,momo,新竹,C2601
2025-09-08,ORD-452287,P002,保濕控油化妝水,2,420,840,實體門市,新竹,C6563
2025-03-27,ORD-557169,P005,毛孔緊緻精華液,3,680,2040,蝦皮,高雄,C2234
2025-10-02,ORD-378035,P004,溫和卸妝水,3,350,1050,官網,台南,C7586
2025-04-26,ORD-199335,P002,保濕控油化妝水,5,420,2100,momo,台南,C2102
2025-10-18,ORD-319927,P008,美白淡斑精華,4,780,3120,momo,台北,C5945
2025-09-16,ORD-795684,P005,毛孔緊緻精華液,4,680,2720,momo,台中,C7788
2025-07-25,ORD-640403,P005,毛孔緊緻精華液,5,680,3400,實體門市,新竹,C3958
2025-01-10,ORD-623452,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,高雄,C5389
2025-11-23,ORD-861911,P007,男士全效保濕霜,5,450,2250,官網,新竹,C4287
2025-07-06,ORD-352050,P008,美白淡斑精華,2,780,1560,蝦皮,台南,C8133
2025-07-30,ORD-764721,P006,舒緩修復面膜,1,180,180,蝦皮,高雄,C5373
2025-05-27,ORD-820219,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,高雄,C4907
2025-02-28,ORD-129049,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,台南,C8604
2025-09-06,ORD-778346,P007,男士全效保濕霜,4,450,1800,官網,台中,C3610
2025-05-20,ORD-370948,P003,清爽防曬乳 SPF50+,1,520,520,momo,新竹,C3883
2025-11-26,ORD-920231,P001,控油潔面凝膠,4,380,1520,官網,台北,C2375
2025-06-10,ORD-526777,P005,毛孔緊緻精華液,1,680,680,momo,台北,C7502
2025-03-13,ORD-698708,P004,溫和卸妝水,1,350,350,官網,新竹,C9605
2025-05-09,ORD-349641,P008,美白淡斑精華,1,780,780,官網,台南,C6395
2025-10-27,ORD-543410,P007,男士全效保濕霜,2,450,900,蝦皮,台中,C2750
2025-03-31,ORD-560823,P004,溫和卸妝水,3,350,1050,實體門市,台南,C1916
2025-09-09,ORD-431863,P006,舒緩修復面膜,1,180,180,實體門市,高雄,C5036
2025-05-23,ORD-598306,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台南,C1345
2025-11-27,ORD-824233,P001,控油潔面凝膠,1,380,380,蝦皮,台南,C7302
2025-06-08,ORD-660894,P006,舒緩修復面膜,1,180,180,蝦皮,高雄,C7364
2025-01-05,ORD-415504,P007,男士全效保濕霜,3,450,1350,官網,台中,C5872
2025-04-18,ORD-762021,P003,清爽防曬乳 SPF50+,4,520,2080,momo,高雄,C1555
2025-05-21,ORD-593975,P002,保濕控油化妝水,4,420,1680,實體門市,台南,C7920
2025-02-21,ORD-630930,P003,清爽防曬乳 SPF50+,3,520,1560,官網,台南,C7895
2025-11-05,ORD-828980,P006,舒緩修復面膜,4,180,720,官網,台北,C4010
2025-11-19,ORD-103225,P008,美白淡斑精華,2,780,1560,實體門市,台中,C6006
2025-06-10,ORD-361728,P002,保濕控油化妝水,2,420,840,蝦皮,新竹,C7722
2025-06-13,ORD-870883,P008,美白淡斑精華,4,780,3120,蝦皮,台南,C3842
2025-12-18,ORD-308314,P006,舒緩修復面膜,3,180,540,官網,高雄,C7022
2025-04-04,ORD-975224,P007,男士全效保濕霜,4,450,1800,蝦皮,台北,C1376
2025-10-13,ORD-584887,P004,溫和卸妝水,1,350,350,蝦皮,台南,C3764
2025-01-26,ORD-549737,P007,男士全效保濕霜,5,450,2250,momo,台中,C2459
2025-07-08,ORD-114800,P003,清爽防曬乳 SPF50+,6,520,3120,實體門市,高雄,C9096
2025-03-02,ORD-299800,P004,溫和卸妝水,2,350,700,momo,台南,C9096
2025-07-15,ORD-729232,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,台南,C4102
2025-08-03,ORD-130170,P003,清爽防曬乳 SPF50+,5,520,2600,momo,台南,C4858
2025-11-13,ORD-487593,P008,美白淡斑精華,2,780,1560,實體門市,台北,C1169
2025-08-29,ORD-516866,P003,清爽防曬乳 SPF50+,6,520,3120,蝦皮,高雄,C7935
2025-11-02,ORD-199907,P005,毛孔緊緻精華液,1,680,680,官網,台北,C6453
2025-05-01,ORD-735829,P008,美白淡斑精華,3,780,2340,官網,台北,C5155
2025-09-16,ORD-513869,P007,男士全效保濕霜,3,450,1350,momo,台中,C1673
2025-10-25,ORD-278117,P003,清爽防曬乳 SPF50+,3,520,1560,實體門市,台南,C8669
2025-03-09,ORD-844756,P002,保濕控油化妝水,3,420,1260,實體門市,台中,C5266
2025-03-01,ORD-234082,P006,舒緩修復面膜,1,180,180,實體門市,台南,C6907
2025-08-09,ORD-742705,P005,毛孔緊緻精華液,3,680,2040,momo,新竹,C6128
2025-08-12,ORD-615138,P003,清爽防曬乳 SPF50+,6,520,3120,蝦皮,新竹,C8208
2025-01-28,ORD-157217,P004,溫和卸妝水,2,350,700,蝦皮,台中,C1587
2025-08-29,ORD-840255,P005,毛孔緊緻精華液,2,680,1360,實體門市,高雄,C2900
2025-09-11,ORD-473838,P001,控油潔面凝膠,4,380,1520,實體門市,高雄,C9077
2025-02-27,ORD-466586,P003,清爽防曬乳 SPF50+,1,520,520,官網,台中,C5654
2025-04-03,ORD-962529,P003,清爽防曬乳 SPF50+,5,520,2600,momo,新竹,C4479
2025-10-26,ORD-904098,P001,控油潔面凝膠,5,380,1900,蝦皮,高雄,C2258
2025-05-07,ORD-444622,P008,美白淡斑精華,1,780,780,官網,台南,C2998
2025-07-21,ORD-211222,P006,舒緩修復面膜,5,180,900,momo,台中,C1473
2025-02-11,ORD-576111,P008,美白淡斑精華,4,780,3120,momo,新竹,C1095
2025-06-18,ORD-440698,P001,控油潔面凝膠,7,380,2660,蝦皮,台中,C1797
2025-11-26,ORD-936917,P005,毛孔緊緻精華液,3,680,2040,官網,台北,C9964
2025-11-05,ORD-518233,P007,男士全效保濕霜,1,450,450,momo,台中,C4933
2025-07-24,ORD-270855,P002,保濕控油化妝水,2,420,840,實體門市,高雄,C5668
2025-11-28,ORD-413048,P003,清爽防曬乳 SPF50+,1,520,520,實體門市,高雄,C6080
2025-12-17,ORD-797848,P003,清爽防曬乳 SPF50+,3,520,1560,官網,台南,C9399
2025-04-13,ORD-506941,P008,美白淡斑精華,4,780,3120,實體門市,台南,C7931
2025-02-16,ORD-743687,P007,男士全效保濕霜,3,450,1350,蝦皮,高雄,C7979
2025-02-17,ORD-458345,P001,控油潔面凝膠,5,380,1900,實體門市,台中,C3540
2025-09-11,ORD-590963,P002,保濕控油化妝水,3,420,1260,實體門市,台北,C8825
2025-06-03,ORD-415001,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,新竹,C8007
2025-06-01,ORD-147285,P001,控油潔面凝膠,6,380,2280,官網,新竹,C7961
2025-07-31,ORD-855299,P002,保濕控油化妝水,7,420,2940,momo,台南,C5175
2025-10-27,ORD-117058,P002,保濕控油化妝水,5,420,2100,官網,高雄,C3941
2025-04-04,ORD-187336,P007,男士全效保濕霜,1,450,450,實體門市,台南,C6143
2025-10-28,ORD-754112,P008,美白淡斑精華,4,780,3120,momo,台南,C4066
2025-04-19,ORD-883317,P003,清爽防曬乳 SPF50+,1,520,520,momo,台北,C8107
2025-10-01,ORD-514118,P001,控油潔面凝膠,1,380,380,官網,台北,C3813
2025-12-02,ORD-825411,P008,美白淡斑精華,4,780,3120,實體門市,新竹,C8974
2025-06-05,ORD-943726,P006,舒緩修復面膜,4,180,720,momo,台北,C3049
2025-03-11,ORD-217348,P001,控油潔面凝膠,2,380,760,官網,台中,C1439
2025-04-18,ORD-781301,P008,美白淡斑精華,2,780,1560,蝦皮,高雄,C9824
2025-04-08,ORD-907111,P002,保濕控油化妝水,3,420,1260,實體門市,台中,C8765
2025-08-05,ORD-259826,P001,控油潔面凝膠,2,380,760,實體門市,高雄,C8724
2025-01-11,ORD-354415,P008,美白淡斑精華,5,780,3900,蝦皮,台南,C7418
2025-01-27,ORD-207650,P006,舒緩修復面膜,1,180,180,實體門市,高雄,C9121
2025-10-24,ORD-611177,P005,毛孔緊緻精華液,1,680,680,實體門市,高雄,C9410
2025-10-30,ORD-848987,P008,美白淡斑精華,2,780,1560,官網,新竹,C1311
2025-08-05,ORD-166595,P006,舒緩修復面膜,5,180,900,momo,高雄,C8755
2025-03-01,ORD-777568,P008,美白淡斑精華,5,780,3900,momo,高雄,C8147
2025-01-11,ORD-861485,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,高雄,C6633
2025-08-13,ORD-330374,P004,溫和卸妝水,5,350,1750,momo,新竹,C8675
2025-03-09,ORD-537110,P005,毛孔緊緻精華液,4,680,2720,momo,高雄,C3654
2025-11-15,ORD-824248,P004,溫和卸妝水,3,350,1050,官網,高雄,C3115
2025-03-30,ORD-735173,P004,溫和卸妝水,2,350,700,實體門市,台北,C7815
2025-09-10,ORD-319606,P005,毛孔緊緻精華液,2,680,1360,官網,台北,C6878
2025-05-14,ORD-283201,P006,舒緩修復面膜,2,180,360,官網,台北,C6533
2025-08-09,ORD-226550,P002,保濕控油化妝水,6,420,2520,蝦皮,高雄,C5224
2025-06-24,ORD-907503,P006,舒緩修復面膜,1,180,180,momo,台中,C9444
2025-11-06,ORD-559094,P002,保濕控油化妝水,1,420,420,實體門市,台北,C2734
2025-11-09,ORD-144008,P002,保濕控油化妝水,5,420,2100,官網,台中,C2934
2025-04-16,ORD-863729,P006,舒緩修復面膜,2,180,360,momo,高雄,C9288
2025-09-13,ORD-778526,P002,保濕控油化妝水,2,420,840,momo,台南,C3257
2025-03-04,ORD-535945,P004,溫和卸妝水,4,350,1400,官網,台中,C8760
2025-06-24,ORD-279581,P005,毛孔緊緻精華液,5,680,3400,官網,台南,C7101
2025-08-01,ORD-258975,P006,舒緩修復面膜,2,180,360,實體門市,台中,C3260
2025-08-08,ORD-581037,P007,男士全效保濕霜,4,450,1800,momo,台北,C8251
2025-03-16,ORD-172961,P001,控油潔面凝膠,5,380,1900,官網,台南,C6157
2025-07-25,ORD-512369,P003,清爽防曬乳 SPF50+,5,520,2600,官網,台中,C1947
2025-11-20,ORD-521530,P005,毛孔緊緻精華液,4,680,2720,momo,台南,C6638
2025-01-05,ORD-740051,P005,毛孔緊緻精華液,5,680,3400,蝦皮,高雄,C8310
2025-11-26,ORD-754688,P004,溫和卸妝水,5,350,1750,實體門市,台南,C7627
2025-04-12,ORD-138766,P005,毛孔緊緻精華液,1,680,680,momo,高雄,C3064
2025-09-24,ORD-197328,P005,毛孔緊緻精華液,2,680,1360,momo,新竹,C6582
2025-11-22,ORD-129246,P003,清爽防曬乳 SPF50+,1,520,520,momo,台中,C5979
2025-08-05,ORD-372374,P002,保濕控油化妝水,3,420,1260,momo,台北,C1782
2025-11-30,ORD-412434,P002,保濕控油化妝水,4,420,1680,官網,高雄,C6553
2025-05-01,ORD-413735,P004,溫和卸妝水,3,350,1050,momo,新竹,C3293
2025-07-13,ORD-443772,P004,溫和卸妝水,1,350,350,蝦皮,台南,C8443
2025-02-20,ORD-968679,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,台北,C2511
2025-02-01,ORD-599387,P007,男士全效保濕霜,2,450,900,蝦皮,高雄,C2279
2025-07-09,ORD-686120,P007,男士全效保濕霜,5,450,2250,實體門市,台南,C9172
2025-11-22,ORD-822487,P007,男士全效保濕霜,4,450,1800,實體門市,高雄,C3668
2025-03-15,ORD-845695,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,台中,C9408
2025-09-28,ORD-577555,P002,保濕控油化妝水,2,420,840,實體門市,台北,C3569
2025-10-14,ORD-730823,P006,舒緩修復面膜,1,180,180,實體門市,台北,C2980
2025-07-09,ORD-648171,P005,毛孔緊緻精華液,1,680,680,蝦皮,台北,C7086
2025-06-06,ORD-408261,P006,舒緩修復面膜,3,180,540,實體門市,台北,C3340
2025-03-14,ORD-419987,P007,男士全效保濕霜,1,450,450,momo,台中,C3999
2025-09-08,ORD-674134,P001,控油潔面凝膠,1,380,380,momo,台北,C1732
2025-08-02,ORD-424745,P008,美白淡斑精華,5,780,3900,實體門市,台南,C7181
2025-09-01,ORD-629283,P003,清爽防曬乳 SPF50+,2,520,1040,實體門市,高雄,C8357
2025-03-18,ORD-938663,P006,舒緩修復面膜,1,180,180,實體門市,高雄,C4814
2025-07-22,ORD-148045,P006,舒緩修復面膜,5,180,900,實體門市,台南,C2450
2025-03-26,ORD-760717,P001,控油潔面凝膠,5,380,1900,momo,新竹,C3028
2025-11-26,ORD-748758,P002,保濕控油化妝水,2,420,840,官網,新竹,C9548
2025-04-07,ORD-119570,P008,美白淡斑精華,5,780,3900,官網,新竹,C3944
2025-01-10,ORD-357201,P005,毛孔緊緻精華液,2,680,1360,實體門市,台北,C9741
2025-11-07,ORD-717499,P006,舒緩修復面膜,4,180,720,官網,高雄,C1381
2025-06-24,ORD-535092,P007,男士全效保濕霜,2,450,900,官網,新竹,C6199
2025-07-15,ORD-220213,P005,毛孔緊緻精華液,1,680,680,官網,新竹,C3755
2025-05-27,ORD-367968,P003,清爽防曬乳 SPF50+,2,520,1040,官網,台中,C6026
2025-07-28,ORD-441092,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,台北,C1958
2025-06-02,ORD-435587,P007,男士全效保濕霜,1,450,450,蝦皮,高雄,C6311
2025-05-13,ORD-154398,P007,男士全效保濕霜,1,450,450,蝦皮,台中,C4874
